Age,Land_Area,Polar_Land_Area,Temperate_Land_Area,Subtropical_Land_Area,Tropical_Land_Area,Northern_Land_Area,Southern_Land_Area,High_Altitude_Area,Continental_Shelves_Area,Ocean_Area,Ocean_Volume,Coastline_length,Continents_Number,Mean_Catchment_Area,Median_Catchment_Area,Std-Dev_Catchment_Area,Skewness_Catchment
0,148433355783451.8,30852090785923.977,32476361789790.02,35216657471848.234,50343888512288.2,99209857389129.66,49223498394322.15,7345507235517.554,29208175303075.48,361477075532217.2,1.336261980887623e+18,619539380.2278459,4,330467482066.21704,25810662663.059776,1423896593960.418,8.400705443014736
